rank,lemma,PoS,freq,synonym,synset
801,south,n,120894,S,Synset('south.n.03')
802,forward,r,120845,ahead,Synset('ahead.r.03')
803,subject,n,120773,matter,Synset('topic.n.02')
804,financial,a,120726,fiscal,Synset('fiscal.a.01')
805,identify,v,120690,place,Synset('identify.v.01')
806,beautiful,a,120679,,
807,decade,n,120539,tenner,Synset('ten.n.01')
808,bit,n,120467,morsel,Synset('morsel.n.02')
809,reduce,v,120399,deoxidize,Synset('deoxidize.v.01')
810,sister,n,120346,baby,Synset('baby.n.05')
811,quality,n,120236,lineament,Synset('quality.n.03')
812,quickly,r,120136,quick,Synset('promptly.r.01')
813,act,v,119650,play,Synset('act.v.03')
814,press,n,119485,jam,Synset('crush.n.02')
815,worry,v,119256,vex,Synset('worry.v.03')
816,accept,v,119245,take,Synset('accept.v.05')
817,enter,v,119119,accede,Synset('accede.v.02')
818,mention,v,119033,remark,Synset('note.v.01')
819,sound,n,119028,strait,Synset('strait.n.01')
820,thus,r,118653,so,Synset('thus.r.02')
821,plant,n,118323,,
822,movement,n,118118,motion,Synset('apparent_motion.n.01')
823,scene,n,118003,conniption,Synset('fit.n.01')
824,section,n,117170,subdivision,Synset('section.n.01')
825,treatment,n,116893,handling,Synset('treatment.n.02')
826,wish,v,116884,like,Synset('wish.v.02')
827,benefit,n,116806,welfare,Synset('benefit.n.02')
828,interesting,a,116773,,
829,west,n,116683,,
830,candidate,n,116347,nominee,Synset('campaigner.n.01')
831,approach,n,116173,attack,Synset('approach.n.01')
832,determine,v,116138,shape,Synset('determine.v.02')
833,resource,n,116078,imagination,Synset('resource.n.03')
834,claim,v,116020,exact,Synset('claim.v.05')
835,answer,v,115956,serve,Synset('suffice.v.01')
836,prove,v,115910,rise,Synset('rise.v.15')
837,sort,n,115486,form,Synset('kind.n.01')
839,size,n,115388,sizing,Synset('size.n.03')
841,knowledge,n,115356,cognition,Synset('cognition.n.01')
842,rather,r,115104,quite,Synset('quite.r.01')
843,hang,v,114959,attend,Synset('attend.v.05')
844,sport,n,114894,fun,Synset('fun.n.02')
845,tv,n,114859,telly,Synset('television_receiver.n.01')
846,loss,n,114630,passing,Synset('passing.n.02')
847,argue,v,114425,reason,Synset('argue.v.01')
848,left,a,114320,left-hand,Synset('left.s.03')
849,note,n,114251,billet,Synset('note.n.02')
850,meeting,n,114209,confluence,Synset('confluence.n.01')
851,skill,n,113912,science,Synset('skill.n.02')
852,card,n,113472,bill,Synset('poster.n.01')
853,feeling,n,113414,opinion,Synset('impression.n.01')
855,degree,n,113046,stage,Synset('degree.n.02')
856,crime,n,112978,offence,Synset('crime.n.01')
858,sign,n,112603,signboard,Synset('signboard.n.01')
859,occur,v,112575,come,Synset('occur.v.02')
860,imagine,v,112572,suppose,Synset('think.v.02')
861,vote,n,112405,suffrage,Synset('right_to_vote.n.01')
863,king,n,112088,queen,Synset('king.n.02')
864,box,n,112035,corner,Synset('corner.n.08')
865,present,v,111731,represent,Synset('present.v.02')
866,figure,v,111647,project,Synset('visualize.v.01')
868,foreign,a,111509,alien,Synset('alien.s.01')
869,laugh,v,111440,,
870,disease,n,111433,,
871,lady,n,111384,madam,Synset('dame.n.02')
873,discuss,v,111181,discourse,Synset('discourse.v.01')
874,finish,v,111094,complete,Synset('complete.v.01')
875,design,n,111026,designing,Synset('design.n.01')
876,concern,n,110976,business,Synset('business.n.01')
877,ball,n,110770,globe,Synset('ball.n.03')
878,east,n,110589,eastward,Synset('east.n.01')
879,recognize,v,110405,know,Synset('acknowledge.v.06')
880,apply,v,110328,use,Synset('use.v.01')
881,prepare,v,110266,cook,Synset('cook.v.02')
882,network,n,110210,meshing,Synset('net.n.06')
883,huge,a,110088,immense,Synset('huge.s.01')
884,success,n,110030,,
885,district,n,109941,territory,Synset('district.n.01')
886,cup,n,109915,,
887,name,v,109851,distinguish,Synset('identify.v.05')
888,physical,a,109576,,
889,growth,n,109567,growing,Synset('growth.n.01')
890,rise,v,109035,prove,Synset('rise.v.15')
892,standard,n,107818,criterion,Synset('standard.n.01')
893,force,v,107636,thrust,Synset('force.v.04')
894,sign,v,107633,contract,Synset('sign.v.04')
895,fan,n,107631,buff,Synset('fan.n.03')
896,theory,n,107486,possibility,Synset('hypothesis.n.02')
897,staff,n,107396,,
898,hurt,v,107262,injure,Synset('hurt.v.04')
899,legal,a,107134,sound,Synset('legal.s.03')
900,september,n,106932,,
901,set,n,106920,readiness,Synset('set.n.12')
903,et,r,106546,,
904,strategy,n,106236,scheme,Synset('scheme.n.01')
905,clearly,r,105965,distinctly,Synset('distinctly.r.01')
906,property,n,105851,place,Synset('place.n.02')
907,lay,v,105812,,
908,final,a,105688,terminal,Synset('concluding.s.01')
909,authority,n,105586,agency,Synset('agency.n.01')
910,perfect,a,105560,pure,Synset('arrant.s.01')
911,method,n,105544,,
912,region,n,105382,area,Synset('area.n.03')
914,impact,n,105330,encroachment,Synset('impingement.n.01')
915,indicate,v,105304,argue,Synset('argue.v.03')
916,safe,a,105273,,
917,committee,n,105133,commission,Synset('committee.n.01')
918,supposed,a,105037,alleged,Synset('alleged.s.02')
919,dream,n,104797,dreaming,Synset('dream.n.01')
920,training,n,104563,breeding,Synset('education.n.05')
921,shit,n,104498,damn,Synset('damn.n.01')
922,central,a,104403,primal,Synset('cardinal.s.01')
923,option,n,104245,choice,Synset('option.n.02')
925,particularly,r,104018,specially,Synset('particularly.r.01')
926,completely,r,103941,totally,Synset('wholly.r.01')
927,opinion,n,103920,view,Synset('opinion.n.02')
928,main,a,103803,independent,Synset('independent.a.03')
930,interview,n,103566,consultation,Synset('consultation.n.01')
931,exist,v,103550,be,Synset('exist.v.01')
932,remove,v,103480,off,Synset('murder.v.01')
933,dark,a,103384,colored,Synset('colored.s.02')
934,play,n,103352,bid,Synset('bid.n.02')
935,union,n,102805,matrimony,Synset('marriage.n.01')
936,professor,n,102741,prof,Synset('professor.n.01')
937,pressure,n,102669,,
938,purpose,n,102642,design,Synset('purpose.n.01')
939,stage,n,102611,leg,Synset('stage.n.06')
940,blue,a,102172,gamy,Synset('blue.s.05')
942,sun,n,102043,sunlight,Synset('sunlight.n.01')
943,pain,n,101918,painfulness,Synset('pain.n.02')
944,artist,n,101861,,
945,employee,n,101818,,
946,avoid,v,101794,avert,Synset('debar.v.02')
947,account,n,101683,explanation,Synset('explanation.n.01')
948,release,v,101668,eject,Synset('exhaust.v.05')
949,fund,n,101503,stock,Synset('store.n.02')
950,environment,n,101479,surroundings,Synset('environment.n.02')
951,treat,v,101438,cover,Synset('cover.v.05')
952,specific,a,101222,,
953,version,n,101091,adaptation,Synset('adaptation.n.01')
954,shot,n,101016,shooter,Synset('shot.n.05')
955,hate,v,100757,detest,Synset('hate.v.01')
956,reality,n,100700,realness,Synset('reality.n.02')
957,visit,v,100463,call,Synset('visit.v.03')
958,club,n,100411,cabaret,Synset('cabaret.n.01')
959,justice,n,100360,justness,Synset('justice.n.01')
960,river,n,100270,,
961,brain,n,100235,head,Synset('mind.n.01')
962,memory,n,100235,storage,Synset('memory.n.04')
963,rock,n,100028,rock'n'roll,Synset('rock_'n'_roll.n.01')
964,talk,n,99986,lecture,Synset('lecture.n.01')
965,camera,n,99855,,
966,global,a,99848,globular,Synset('ball-shaped.s.01')
967,various,a,99838,respective,Synset('respective.s.01')
968,arrive,v,99819,come,Synset('arrive.v.01')
969,notice,v,99709,comment,Synset('comment.v.01')
970,bit,r,99520,,
971,detail,n,99477,particular,Synset('detail.n.02')
972,challenge,n,99455,,
973,argument,n,99403,argumentation,Synset('argument.n.03')
974,lot,r,99278,,
976,weapon,n,98828,arm,Synset('weapon.n.01')
977,best,r,98807,,
978,station,n,98720,post,Synset('post.n.01')
979,island,n,98596,,
980,absolutely,r,98574,perfectly,Synset('absolutely.r.01')
981,instead,r,98540,rather,Synset('rather.r.01')
982,discussion,n,98359,word,Synset('discussion.n.02')
984,affect,v,98073,impress,Synset('affect.v.05')
985,design,v,97967,,
987,anyway,r,97831,anyways,Synset('anyhow.r.01')
988,respond,v,97750,react,Synset('react.v.01')
989,control,v,97504,see,Synset('see.v.10')
990,trouble,n,97439,bother,Synset('fuss.n.02')
991,conversation,n,97193,,
992,manage,v,97135,do,Synset('do.v.11')
993,close,r,97117,nigh,Synset('near.r.01')
994,date,n,97094,escort,Synset('date.n.02')
995,public,n,97031,populace,Synset('populace.n.01')
996,army,n,97025,,
997,top,a,96997,,
998,post,v,96926,brand,Synset('post.v.12')
999,charge,n,96872,complaint,Synset('charge.n.02')
1000,seat,n,96853,,
1001,assume,v,96840,take,Synset('assume.v.05')
1002,writer,n,96279,author,Synset('writer.n.01')
1003,perform,v,96202,do,Synset('perform.v.01')
1004,credit,n,95981,quotation,Synset('citation.n.03')
1005,green,a,95937,light-green,Synset('green.s.01')
1006,marriage,n,95885,union,Synset('marriage.n.01')
1007,operation,n,95878,surgery,Synset('operation.n.06')
1008,indeed,r,95860,so,Synset('indeed.r.01')
1009,sleep,v,95600,kip,Synset('sleep.v.01')
1010,necessary,a,95580,,
1011,reveal,v,95401,break,Synset('unwrap.v.02')
1012,agent,n,95371,,
1013,access,n,95371,approach,Synset('access.n.03')
1014,bar,n,95305,stripe,Synset('stripe.n.05')
1015,debate,n,95244,argumentation,Synset('argument.n.03')
1016,leg,n,95185,peg,Synset('peg.n.04')
1017,contain,v,95143,stop,Synset('check.v.18')
1018,beat,v,94941,tucker,Synset('exhaust.v.01')
1019,cool,a,94920,nerveless,Synset('cool.s.02')
1020,democratic,a,94862,popular,Synset('democratic.s.03')
1021,cold,a,94856,inhuman,Synset('cold.s.09')
1022,glass,n,94803,meth,Synset('methamphetamine.n.01')
1023,improve,v,94764,ameliorate,Synset('better.v.03')
1024,adult,n,94547,grownup,Synset('adult.n.01')
1025,trade,n,94509,swop,Synset('barter.n.01')
1026,religious,a,94485,spiritual,Synset('religious.s.01')
1027,head,v,94408,lead,Synset('lead.v.04')
1028,review,n,94364,critique,Synset('review.n.02')
1029,kind,r,94334,,
1030,address,v,94155,speak,Synset('address.v.02')
1031,association,n,94100,connection,Synset('association.n.04')
1032,measure,n,93952,measuring,Synset('measurement.n.01')
1033,stock,n,93809,broth,Synset('broth.n.01')
1034,gas,n,93763,flatulence,Synset('flatulence.n.01')
1035,deep,a,93753,abstruse,Synset('abstruse.s.01')
1036,lawyer,n,93526,attorney,Synset('lawyer.n.01')
1037,production,n,93507,yield,Synset('output.n.04')
1038,relate,v,93433,pertain,Synset('refer.v.02')
1039,middle,a,93428,center,Synset('center.s.01')
1040,management,n,93289,direction,Synset('management.n.01')
1041,original,a,93230,,
1042,victim,n,93207,dupe,Synset('victim.n.02')
1043,cancer,n,93157,,
1044,speech,n,92837,language,Synset('language.n.05')
1045,particular,a,92775,fussy,Synset('finical.s.01')
1046,trial,n,92762,test,Synset('test.n.05')
1048,item,n,92545,token,Synset('token.n.01')
1049,weight,n,92516,weightiness,Synset('weight.n.03')
1050,tomorrow,r,92490,,
1051,step,v,92268,pace,Synset('pace.v.03')
1052,positive,a,92223,prescribed,Synset('positive.s.05')
1053,form,v,92198,forge,Synset('shape.v.02')
1054,citizen,n,92182,,
1055,study,v,92101,consider,Synset('study.v.03')
1056,trip,n,91830,slip,Synset('slip.n.07')
1057,establish,v,91776,ground,Synset('establish.v.08')
1058,executive,n,91696,administrator,Synset('administrator.n.03')
1059,politics,n,91621,government,Synset('politics.n.02')
1060,stick,v,91597,adhere,Synset('adhere.v.06')
1061,customer,n,91563,client,Synset('customer.n.01')
1062,manager,n,91527,handler,Synset('coach.n.01')
1064,publish,v,91441,print,Synset('print.v.01')
1065,popular,a,91435,pop,Synset('popular.s.04')
1066,sing,v,91395,talk,Synset('spill_the_beans.v.01')
1067,ahead,r,91325,beforehand,Synset('ahead.r.04')
1068,conference,n,91185,,
1069,total,a,91071,full,Synset('entire.s.01')
1070,discover,v,90959,find,Synset('discover.v.04')
1071,fast,r,90956,tight,Synset('fast.r.02')
1072,base,n,90915,radix,Synset('base.n.13')
1073,direction,n,90826,way,Synset('direction.n.01')
1074,sunday,n,90771,,
1075,maintain,v,90737,keep,Synset('keep.v.08')
1076,past,n,90674,yesteryear,Synset('past.n.01')
1077,majority,n,90548,bulk,Synset('majority.n.01')
1078,peace,n,90518,repose,Synset('peace.n.03')
1079,dinner,n,90516,,
1080,partner,n,90455,cooperator,Synset('collaborator.n.03')
1081,user,n,90342,exploiter,Synset('exploiter.n.01')
1083,fly,v,90236,vaporize,Synset('vanish.v.05')
1084,bag,n,90234,udder,Synset('udder.n.01')
1085,therefore,r,89981,consequently,Synset('consequently.r.02')
1086,rich,a,89706,,
1087,individual,a,89686,single,Synset('individual.s.03')
1088,tough,a,89612,ruffianly,Synset('ruffianly.s.01')
1089,owner,n,89612,possessor,Synset('owner.n.02')
1090,shall,v,89582,,
1092,voter,n,89245,elector,Synset('voter.n.01')
1093,tool,n,89236,putz,Synset('cock.n.01')
1094,june,n,89233,,
1095,far,a,89074,,
1096,may,n,88994,whitethorn,Synset('whitethorn.n.01')
1097,mountain,n,88984,plenty,Synset('batch.n.02')
1098,range,n,88892,image,Synset('image.n.07')
1099,coach,n,88826,handler,Synset('coach.n.01')
1100,fear,n,88724,reverence,Synset('fear.n.03')
1101,friday,n,88632,,
1102,attorney,n,88616,lawyer,Synset('lawyer.n.01')
1105,expert,n,88134,,
1106,structure,n,88114,construction,Synset('structure.n.01')
1107,budget,n,88084,,
1108,insurance,n,88036,policy,Synset('policy.n.03')
1109,text,n,87811,schoolbook,Synset('textbook.n.01')
1110,freedom,n,87806,exemption,Synset('exemption.n.01')
1111,crazy,a,87804,gaga,Synset('crazy.s.05')
1112,reader,n,87422,subscriber,Synset('subscriber.n.02')
1113,style,n,87244,way,Synset('manner.n.01')
1115,march,n,87215,,
1116,machine,n,87156,,
1117,november,n,87108,,
1118,generation,n,87071,multiplication,Synset('generation.n.07')
1119,income,n,86902,,
1120,born,v,86829,,
1121,admit,v,86631,allow,Synset('admit.v.05')
1124,sea,n,86544,ocean,Synset('ocean.n.02')
1125,okay,a,86529,o.k.,Synset('all_right.s.01')
1126,mouth,n,86406,mouthpiece,Synset('mouthpiece.n.03')
1129,test,v,86155,screen,Synset('screen.v.01')
1130,web,n,85868,WWW,Synset('world_wide_web.n.01')
1131,shake,v,85841,judder,Synset('judder.v.01')
1132,threat,n,85754,terror,Synset('terror.n.02')
1133,solution,n,85661,root,Synset('solution.n.04')
1134,shut,v,85625,exclude,Synset('exclude.v.02')
1136,travel,v,85441,journey,Synset('travel.v.02')
1137,scientist,n,85428,,
1138,hide,v,85395,obscure,Synset('obscure.v.05')
1139,obviously,r,85364,plainly,Synset('obviously.r.01')
1140,refer,v,85212,denote,Synset('denote.v.02')
1141,alone,r,85036,solo,Synset('alone.r.02')
1142,drink,v,84895,fuddle,Synset('drink.v.02')
1143,investigation,n,84783,probe,Synset('probe.n.01')
1144,senator,n,84544,,
1145,unit,n,84518,whole,Synset('whole.n.02')
1146,photograph,n,84476,pic,Synset('photograph.n.01')
1147,july,n,84439,,
1148,television,n,84433,TV,Synset('television.n.01')
1149,key,a,84228,central,Synset('cardinal.s.01')
1150,sexual,a,84220,intimate,Synset('intimate.s.04')
1151,radio,n,84218,wireless,Synset('radio.n.01')
1152,prevent,v,84179,forestall,Synset('prevent.v.01')
1154,modern,a,83945,forward-looking,Synset('advanced.s.03')
1155,senate,n,83931,,
1156,violence,n,83882,vehemence,Synset('ferocity.n.01')
1157,touch,v,83871,meet,Synset('touch.v.05')
1158,feature,n,83853,characteristic,Synset('feature.n.01')
1159,audience,n,83493,interview,Synset('consultation.n.01')
1160,evening,n,83312,even,Synset('evening.n.01')
1163,hall,n,82960,dormitory,Synset('dormitory.n.01')
1164,task,n,82839,job,Synset('job.n.02')
1165,score,n,82738,mark,Synset('mark.n.01')
1166,skin,n,82598,pelt,Synset('hide.n.02')
1167,suffer,v,82579,meet,Synset('suffer.v.10')
1168,wide,a,82565,encompassing,Synset('across-the-board.s.01')
1169,spring,n,82557,springiness,Synset('give.n.01')
1170,experience,v,82550,have,Synset('experience.v.03')
1171,civil,a,82544,,
1172,safety,n,82535,,
1173,weekend,n,82429,,
1176,title,n,82165,championship,Synset('championship.n.01')
1177,heat,n,82112,oestrus,Synset('estrus.n.01')
1178,normal,a,82076,,
1179,hope,n,81896,,
1180,yard,n,81852,railyard,Synset('yard.n.07')
1181,finger,n,81817,fingerbreadth,Synset('finger.n.02')
1182,tend,v,81665,,
1183,mission,n,81524,commission,Synset('mission.n.03')
1184,eventually,r,81481,finally,Synset('finally.r.01')
1185,participant,n,81371,player,Synset('player.n.01')
1186,hotel,n,81364,,
1187,judge,n,81312,justice,Synset('judge.n.01')
1188,pattern,n,81097,design,Synset('blueprint.n.01')
1189,break,n,81057,interruption,Synset('interruption.n.02')
1190,institution,n,80998,establishment,Synset('institution.n.01')
1191,faith,n,80912,religion,Synset('religion.n.01')
1192,professional,a,80903,,
1193,reflect,v,80851,ponder,Synset('chew_over.v.01')
1194,folk,n,80843,kinsfolk,Synset('family.n.04')
1195,surface,n,80819,airfoil,Synset('airfoil.n.01')
1196,fall,n,80585,autumn,Synset('fall.n.01')
1197,client,n,80584,customer,Synset('customer.n.01')
1198,edge,n,80577,border,Synset('edge.n.01')
1199,traditional,a,80470,,
1200,council,n,80469,,
1201,device,n,80398,twist,Synset('device.n.03')
1202,firm,n,80364,house,Synset('firm.n.01')
1203,environmental,a,80328,,
1204,responsibility,n,80294,duty,Synset('duty.n.01')
1205,chair,n,80186,professorship,Synset('professorship.n.01')
1206,internet,n,80144,cyberspace,Synset('internet.n.01')
1207,october,n,80099,,
1209,funny,a,79978,curious,Synset('curious.s.01')
1210,immediately,r,79856,forthwith,Synset('immediately.r.01')
1211,investment,n,79833,,
1212,ship,n,79715,,
1213,effective,a,79635,efficacious,Synset('effective.a.01')
1214,previous,a,79535,old,Synset('previous.s.01')
1215,content,n,79496,substance,Synset('message.n.02')
1216,consumer,n,79489,,
1217,element,n,79440,ingredient,Synset('component.n.01')
1218,nuclear,a,79435,atomic,Synset('nuclear.a.01')
1219,spirit,n,79123,intent,Synset('intent.n.02')
1220,directly,r,79121,now,Synset('immediately.r.01')
1221,afraid,a,78979,,
1222,define,v,78953,delineate,Synset('define.v.04')
1223,handle,v,78899,manage,Synset('manage.v.02')
